ID,DIA,MES,ANIO,ESTADO,COMUNIDAD,SITIO,LATITUD,LONGITUD,HABITAT,ZONA,PROTECCION,ANP,MONITOR,HORA_INICIAL,HORA_FINAL,PROFUNDIDAD_INICIAL,PROFUNDIDAD_FINAL,TEMPERATURA,VISIBILIDAD,CORRIENTE,TRANSECTO,GENERO,ESPECIE,ABUNDANCIA
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Megastraea,Megastraea undosa,50
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Megastraea,Megastraea turbanica,5
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Megathura,Megathura crenulata,1
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Crassadoma,Crassadoma gigantea,7
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Muricea,Muricea spp,8
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Muricea,Muricea californica,8
20 9 2023 La Dulce 14,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.5054,-115.108433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Mitzi Leal,11:06,11:17,14,10,18,8,NA,14,Centrostephanus,Centrostephanus coronatus,15
20 9 2023 La Dulce 15,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50703,-115.08487,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,09:13,09:19,12,12,21,10,NA,15,Haliotis,Haliotis corrugata,10
20 9 2023 La Dulce 15,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50703,-115.08487,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,09:13,09:19,12,12,21,10,NA,15,Panulirus,Panulirus interruptus,1
20 9 2023 La Dulce 15,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50703,-115.08487,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,09:13,09:19,12,12,21,10,NA,15,Megastraea,Megastraea undosa,50
20 9 2023 La Dulce 15,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50703,-115.08487,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,09:13,09:19,12,12,21,10,NA,15,Crassadoma,Crassadoma gigantea,1
20 9 2023 La Dulce 15,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50703,-115.08487,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,09:13,09:19,12,12,21,10,NA,15,Muricea,Muricea spp,8
20 9 2023 La Dulce 15,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50703,-115.08487,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,09:13,09:19,12,12,21,10,NA,15,Centrostephanus,Centrostephanus coronatus,8
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Haliotis,Haliotis corrugata,1
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Haliotis,Haliotis fulgens,2
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Panulirus,Panulirus interruptus,3
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Megastraea,Megastraea undosa,50
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Megastraea,Megastraea turbanica,1
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Crassadoma,Crassadoma gigantea,1
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Muricea,Muricea spp,5
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Muricea,Muricea californica,1
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Mesocentrotus,Mesocentrotus franciscanus,1
20 9 2023 La Dulce 16,20,9,2023,Baja California Sur,Isla Natividad,La Dulce,27.50548,-115.08433,Bosque de kelp,Control,Ninguna,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:49,10:52,9,11,18,8,NA,16,Centrostephanus,Centrostephanus coronatus,32
21 9 2023 La Plana/Las Cuevas 1,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:12,10:20,6,6,19,7,NA,1,Haliotis,Haliotis corrugata,5
21 9 2023 La Plana/Las Cuevas 1,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:12,10:20,6,6,19,7,NA,1,Haliotis,Haliotis fulgens,5
21 9 2023 La Plana/Las Cuevas 1,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:12,10:20,6,6,19,7,NA,1,Panulirus,Panulirus interruptus,1
21 9 2023 La Plana/Las Cuevas 1,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:12,10:20,6,6,19,7,NA,1,Megastraea,Megastraea undosa,4
21 9 2023 La Plana/Las Cuevas 1,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:12,10:20,6,6,19,7,NA,1,Megastraea,Megastraea turbanica,23
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Haliotis,Haliotis corrugata,1
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Haliotis,Haliotis fulgens,3
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Panulirus,Panulirus interruptus,2
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Megastraea,Megastraea undosa,36
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Megastraea,Megastraea turbanica,1
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Megathura,Megathura crenulata,3
21 9 2023 La Plana/Las Cuevas 2,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.1031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,11:33,11:42,7,7,19,5,NA,2,Crassadoma,Crassadoma gigantea,1
21 9 2023 La Plana/Las Cuevas 3,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,09:38,09:50,6,6,19,5,NA,3,Haliotis,Haliotis corrugata,2
21 9 2023 La Plana/Las Cuevas 3,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,09:38,09:50,6,6,19,5,NA,3,Haliotis,Haliotis fulgens,14
21 9 2023 La Plana/Las Cuevas 3,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,09:38,09:50,6,6,19,5,NA,3,Panulirus,Panulirus interruptus,5
21 9 2023 La Plana/Las Cuevas 3,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,09:38,09:50,6,6,19,5,NA,3,Megastraea,Megastraea undosa,8
21 9 2023 La Plana/Las Cuevas 3,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,09:38,09:50,6,6,19,5,NA,3,Megastraea,Megastraea turbanica,2
21 9 2023 La Plana/Las Cuevas 3,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50978,-115.09868,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,09:38,09:50,6,6,19,5,NA,3,Strongylocentrotus,Strongylocentrotus purpuratus,2
21 9 2023 La Plana/Las Cuevas 4,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.11031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:57,11:08,7,7,19,5,NA,4,Haliotis,Haliotis corrugata,2
21 9 2023 La Plana/Las Cuevas 4,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.11031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:57,11:08,7,7,19,5,NA,4,Haliotis,Haliotis fulgens,5
21 9 2023 La Plana/Las Cuevas 4,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.11031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:57,11:08,7,7,19,5,NA,4,Panulirus,Panulirus interruptus,16
21 9 2023 La Plana/Las Cuevas 4,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.11031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:57,11:08,7,7,19,5,NA,4,Megastraea,Megastraea undosa,50
21 9 2023 La Plana/Las Cuevas 4,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.11031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:57,11:08,7,7,19,5,NA,4,Megastraea,Megastraea turbanica,26
21 9 2023 La Plana/Las Cuevas 4,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50977,-115.11031,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:57,11:08,7,7,19,5,NA,4,Megathura,Megathura crenulata,3
21 9 2023 La Plana/Las Cuevas 5,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50939,-115.09894,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Mitzi Leal,10:37,10:41,5,6,20,6,NA,5,Phataria,Phataria unifascialis,1
21 9 2023 La Plana/Las Cuevas 5,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50939,-115.09894,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Mitzi Leal,10:37,10:41,5,6,20,6,NA,5,Megastraea,Megastraea undosa,7
21 9 2023 La Plana/Las Cuevas 6,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.51025,-115.10227,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Mitzi Leal,10:30,11:37,5,5,20,6,NA,6,Haliotis,Haliotis fulgens,14
21 9 2023 La Plana/Las Cuevas 6,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.51025,-115.10227,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Mitzi Leal,10:30,11:37,5,5,20,6,NA,6,Panulirus,Panulirus interruptus,9
21 9 2023 La Plana/Las Cuevas 6,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.51025,-115.10227,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Mitzi Leal,10:30,11:37,5,5,20,6,NA,6,Megastraea,Megastraea undosa,8
21 9 2023 La Plana/Las Cuevas 7,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50939,-115.09894,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:14,10:20,6,6,21,6,NA,7,Panulirus,Panulirus interruptus,4
21 9 2023 La Plana/Las Cuevas 7,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50939,-115.09894,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:14,10:20,6,6,21,6,NA,7,Megastraea,Megastraea undosa,44
21 9 2023 La Plana/Las Cuevas 8,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.51025,-115.10227,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:30,10:37,6,6,20,6,NA,8,Haliotis,Haliotis fulgens,19
21 9 2023 La Plana/Las Cuevas 8,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.51025,-115.10227,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:30,10:37,6,6,20,6,NA,8,Panulirus,Panulirus interruptus,5
21 9 2023 La Plana/Las Cuevas 8,21,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.51025,-115.10227,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Sulema Garcia,10:30,10:37,6,6,20,6,NA,8,Megastraea,Megastraea undosa,50
22 9 2023 La Plana/Las Cuevas 9,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:44,10:49,13,13,19,5,NA,9,Haliotis,Haliotis corrugata,1
22 9 2023 La Plana/Las Cuevas 9,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:44,10:49,13,13,19,5,NA,9,Megastraea,Megastraea undosa,48
22 9 2023 La Plana/Las Cuevas 9,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:44,10:49,13,13,19,5,NA,9,Muricea,Muricea californica,2
22 9 2023 La Plana/Las Cuevas 9,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:44,10:49,13,13,19,5,NA,9,Leptogorgia,Leptogorgia chilensis,3
22 9 2023 La Plana/Las Cuevas 9,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,10:44,10:49,13,13,19,5,NA,9,Centrostephanus,Centrostephanus coronatus,2
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Haliotis,Haliotis corrugata,3
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Haliotis,Haliotis fulgens,2
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Panulirus,Panulirus interruptus,3
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Megastraea,Megastraea undosa,47
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Megastraea,Megastraea turbanica,1
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Muricea,Muricea californica,2
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Leptogorgia,Leptogorgia chilensis,1
22 9 2023 La Plana/Las Cuevas 10,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Elsa Cuellar,12:13,12:20,8,7,19,5,NA,10,Centrostephanus,Centrostephanus coronatus,1
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Haliotis,Haliotis corrugata,2
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Megastraea,Megastraea undosa,41
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Megastraea,Megastraea turbanica,5
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Crassadoma,Crassadoma gigantea,2
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Muricea,Muricea spp,3
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Strongylocentrotus,Strongylocentrotus purpuratus,1
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Centrostephanus,Centrostephanus coronatus,3
22 9 2023 La Plana/Las Cuevas 11,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50909,-115.10108,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,10:45,10:53,12,13,17,5,NA,11,Octopus,Octopus spp,1
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Haliotis,Haliotis corrugata,2
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Megastraea,Megastraea undosa,50
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Megastraea,Megastraea turbanica,13
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Megathura,Megathura crenulata,3
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Muricea,Muricea spp,10
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Muricea,Muricea californica,16
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Leptogorgia,Leptogorgia chilensis,3
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Strongylocentrotus,Strongylocentrotus purpuratus,1
22 9 2023 La Plana/Las Cuevas 12,22,9,2023,Baja California Sur,Isla Natividad,La Plana/Las Cuevas,27.50878,-115.09912,Bosque de kelp,Reserva,Zona de Refugio Pesquero,Reserva de la Biosfera El Vizcaino,Ramon Martinez,12:13,12:24,8,7,19,8,NA,12,Centrostephanus,Centrostephanus coronatus,6
